gauge_id,country,match_method,matched_dataset,matched_gauge_id,nat_id,distance_km
GRDC_6337541,Germany,geo,camelsde,camelsde_DE911240,,0.23638000585299654
GRDC_6337542,Germany,geo,camelsde,camelsde_DEG10010,,0.21159529049672576
GRDC_6337550,Germany,geo,camelsde,camelsde_DE910810,,0.28222171753255326
GRDC_6337560,Germany,geo,camelsde,camelsde_DE910850,,0.24122220142631007
GRDC_6337570,Germany,geo,camelsde,camelsde_DEA12000,,0.2754564439273232
GRDC_6337580,Germany,geo,camelsde,camelsde_DE910680,,0.18922482425812168
GRDC_6337590,Germany,geo,camelsde,camelsde_DE911350,,0.12542408845249708
GRDC_6337600,Germany,geo,camelsde,camelsde_DE710830,,0.22208006706570751
GRDC_6337610,Germany,geo,camelsde,camelsde_DEG10370,,0.15753102336529953
GRDC_6338150,Germany,geo,camelsde,camelsde_DEA11700,,0.2570385510924033
GRDC_6338160,Germany,geo,camelsde,camelsde_DE910400,,0.6159591949728604
GRDC_6338161,Germany,geo,camelsde,camelsde_DE910320,,0.28983053702940703
GRDC_6338162,Germany,geo,camelsde,camelsde_DE910270,,0.08789710697493987
GRDC_6338163,Germany,geo,camelsde,camelsde_DE910150,,0.290948062267817
GRDC_6338200,Germany,geo,camelsde,camelsde_DE912790,,0.11184433372746147
GRDC_6338201,Germany,geo,camelsde,camelsde_DE912700,,0.7700676467230071
GRDC_6338210,Germany,geo,camelsde,camelsde_DEA12120,,0.1846663419375019
GRDC_6338250,Germany,geo,camelsde,camelsde_DE912560,,0.1116850080022007
GRDC_6340050,Germany,geo,camelsde,camelsde_DE912350,,0.2803271139724553
GRDC_6340200,Germany,geo,camelsde,camelsde_DEE10170,,0.1083789776794554
GRDC_6340218,Germany,geo,camelsde,camelsde_DE912420,,0.35535542094818634
GRDC_6340220,Germany,geo,camelsde,camelsde_DEG10600,,0.18939937988290853
GRDC_6340302,Germany,geo,camelsde,camelsde_DEG10490,,0.2561046066415725
GRDC_6340303,Germany,geo,camelsde,camelsde_DE215290,,0.125072895741993
GRDC_6340315,Germany,geo,camelsde,camelsde_DEG10440,,0.12427611962288446
GRDC_6340320,Germany,geo,camelsde,camelsde_DEG10430,,0.17668360686420342
GRDC_6340330,Germany,geo,camelsde,camelsde_DEG10170,,0.9838197514325113
GRDC_6340335,Germany,geo,camelsde,camelsde_DEG10340,,0.6211109252983826
GRDC_6340340,Germany,geo,camelsde,camelsde_DEG10400,,0.2218784692571434
GRDC_6340350,Germany,geo,camelsde,camelsde_DED11280,,0.7670218092104546
GRDC_6340360,Germany,geo,camelsde,camelsde_DEG10610,,0.8018045715487147
GRDC_6340366,Germany,geo,camelsde,camelsde_DEG10240,,0.16735750672489674
GRDC_6340400,Germany,geo,camelsde,camelsde_DED11420,,0.43068300283338057
GRDC_6340410,Germany,geo,camelsde,camelsde_DED10430,,0.2613394490477196
GRDC_6340420,Germany,geo,camelsde,camelsde_DED10480,,0.473536999605167
GRDC_6340430,Germany,geo,camelsde,camelsde_DED11930,,0.2338099102846986
GRDC_6340440,Germany,geo,camelsde,camelsde_DED10620,,0.04811145020182097
GRDC_6340600,Germany,geo,camelsde,camelsde_DED10110,,0.28203938524959365
GRDC_6340612,Germany,geo,camelsde,camelsde_DED10150,,0.4032550803362776
GRDC_6340620,Germany,geo,camelsde,camelsde_DED12590,,0.2708002861377829
GRDC_6340621,Germany,geo,camelsde,camelsde_DED12790,,0.1458647335640754
GRDC_6340625,Germany,geo,camelsde,camelsde_DED10700,,0.09423598764022809
GRDC_6340627,Germany,geo,camelsde,camelsde_DED10100,,0.4383029184969536
GRDC_6340630,Germany,geo,camelsde,camelsde_DED11300,,0.12058575140869016
GRDC_6340631,Germany,geo,camelsde,camelsde_DED11300,,0.12058575140869016
GRDC_6340635,Germany,geo,camelsde,camelsde_DED12460,,0.09964497582069322
GRDC_6340670,Germany,geo,camelsde,camelsde_DED10000,,0.7420334216169232
GRDC_6340671,Germany,geo,camelsde,camelsde_DED10000,,0.7420334216169232
GRDC_6340800,Germany,geo,camelsde,camelsde_DE410460,,0.07535935783977567
GRDC_6340810,Germany,geo,camelsde,camelsde_DED10240,,0.14444651460729518
GRDC_6341500,Germany,geo,camelsde,camelsde_DE811440,,0.3127103435878066
GRDC_6342050,Germany,geo,camelsde,camelsde_DE112060,,0.6120273158027879
GRDC_6342070,Germany,geo,camelsde,camelsde_DE110660,,0.21987907245941682
GRDC_6342081,Germany,geo,camelsde,camelsde_DE110730,,0.7541580588662242
GRDC_6342100,Germany,geo,camelsde,camelsde_DE110700,,0.328527428794912
GRDC_6342105,Germany,geo,camelsde,camelsde_DE110040,,0.35112600876972544
GRDC_6342110,Germany,geo,camelsde,camelsde_DE210460,,0.9813136924465106
GRDC_6342120,Germany,geo,camelsde,camelsde_DE210580,,0.34369216880076126
GRDC_6342125,Germany,geo,camelsde,camelsde_DE210590,,0.4710218429334781
GRDC_6342130,Germany,geo,camelsde,camelsde_DE210540,,0.2499193072991762
GRDC_6342200,Germany,geo,camelsde,camelsde_DE210200,,0.4609398748448582
GRDC_6342201,Germany,geo,camelsde,camelsde_DE210210,,0.7039162030059374
GRDC_6342210,Germany,geo,camelsde,camelsde_DE210290,,0.6000578318570775
GRDC_6342220,Germany,geo,camelsde,camelsde_DE210250,,0.06236107163558395
GRDC_6342230,Germany,geo,camelsde,camelsde_DE110060,,0.4436500680739042
GRDC_6342501,Germany,geo,camelsde,camelsde_DE210020,,0.25857064766911425
GRDC_6342502,Germany,geo,camelsde,camelsde_DE110030,,0.3721373092368227
GRDC_6342510,Germany,geo,camelsde,camelsde_DE210660,,0.14402799714982928
GRDC_6342512,Germany,geo,camelsde,camelsde_DE210630,,0.031584842832227254
GRDC_6342513,Germany,geo,camelsde,camelsde_DE210640,,0.26395393954039087
GRDC_6342520,Germany,geo,camelsde,camelsde_DE211080,,0.32697854180546543
GRDC_6342521,Germany,geo,camelsde,camelsde_DE211090,,0.2602446017560393
GRDC_6342522,Germany,geo,camelsde,camelsde_DE211070,,0.34551229126541333
GRDC_6342530,Germany,geo,camelsde,camelsde_DE210750,,0.6599877425195335
GRDC_6342531,Germany,geo,camelsde,camelsde_DE210790,,0.10852923807289694
GRDC_6342540,Germany,geo,camelsde,camelsde_DE210720,,0.5582743979239344
GRDC_6342570,Germany,geo,camelsde,camelsde_DE212260,,0.4630763827951895
GRDC_6342610,Germany,geo,camelsde,camelsde_DE211190,,0.1049178171816737
GRDC_6342611,Germany,geo,camelsde,camelsde_DE211170,,0.1642291972913342
GRDC_6342625,Germany,geo,camelsde,camelsde_DE211560,,0.5309083616519559
GRDC_6342630,Germany,geo,camelsde,camelsde_DE211680,,0.22768055073001298
GRDC_6342640,Germany,geo,camelsde,camelsde_DE211760,,0.49261295170091773
GRDC_6342650,Germany,geo,camelsde,camelsde_DE212240,,0.07142875725978691
GRDC_6342655,Germany,geo,camelsde,camelsde_DE212460,,0.2436489414367037
GRDC_6342660,Germany,geo,camelsde,camelsde_DE212500,,0.3015881317548995
GRDC_6342670,Germany,geo,camelsde,camelsde_DE212570,,0.004924260625670341
GRDC_6342675,Germany,geo,camelsde,camelsde_DE212590,,0.40497239308962546
GRDC_6342810,Germany,geo,camelsde,camelsde_DE110640,,0.29159679359572777
GRDC_6342820,Germany,geo,camelsde,camelsde_DE212650,,0.14955710376167045
GRDC_6342830,Germany,geo,camelsde,camelsde_DE212670,,0.0968970316861534
GRDC_6342840,Germany,geo,camelsde,camelsde_DE212680,,0.23213206804802708
GRDC_6342925,Germany,geo,camelsde,camelsde_DE211950,,0.2693816267266878
GRDC_6342926,Germany,geo,camelsde,camelsde_DE211840,,0.3488148246131965
GRDC_6342927,Germany,geo,camelsde,camelsde_DE211870,,0.35485634533199745
GRDC_6342928,Germany,geo,camelsde,camelsde_DE211810,,0.1606432541081101
GRDC_6342931,Germany,geo,camelsde,camelsde_DE212040,,0.41942241937072494
GRDC_6342935,Germany,geo,camelsde,camelsde_DE212100,,0.34104175082287935
GRDC_6342947,Germany,geo,camelsde,camelsde_DE211830,,0.3434836129466053
GRDC_6342950,Germany,geo,camelsde,camelsde_DE211970,,0.07582253455096459
GRDC_6342951,Germany,geo,camelsde,camelsde_DE211970,,0.07582253455096459
GRDC_6342960,Germany,geo,camelsde,camelsde_DE212710,,0.12642147228074507
GRDC_6342970,Germany,geo,camelsde,camelsde_DE110020,,0.1423149531616193
GRDC_6342980,Germany,geo,camelsde,camelsde_DE110000,,0.31386083091771927
GRDC_6343100,Germany,geo,camelsde,camelsde_DE212800,,0.8518530730223534
GRDC_6343110,Germany,geo,camelsde,camelsde_DE213030,,0.3521739844027063
GRDC_6343111,Germany,geo,camelsde,camelsde_DE213020,,0.17918131674126608
GRDC_6343120,Germany,geo,camelsde,camelsde_DE212980,,0.6052291403137057
GRDC_6343500,Germany,geo,camelsde,camelsde_DE213380,,0.21097346771340744
GRDC_6343520,Germany,geo,camelsde,camelsde_DE212890,,0.18418623375285081
GRDC_6343530,Germany,geo,camelsde,camelsde_DE213330,,0.20717881867498367
GRDC_6343531,Germany,geo,camelsde,camelsde_DE213320,,0.30136718828900627
GRDC_6343535,Germany,geo,camelsde,camelsde_DE213350,,0.7773750329508419
GRDC_6343537,Germany,geo,camelsde,camelsde_DE213320,,0.2570360386193485
GRDC_6343555,Germany,geo,camelsde,camelsde_DE213400,,0.39869492772695736
GRDC_6343560,Germany,geo,camelsde,camelsde_DE213430,,0.006109749992156324
GRDC_6343570,Germany,geo,camelsde,camelsde_DE213250,,0.11449771586230319
GRDC_6357501,Germany,geo,camelsde,camelsde_DE412190,,0.06303078871824416
GRDC_6357502,Germany,geo,camelsde,camelsde_DED10710,,0.09518639801768099
GRDC_6357505,Germany,geo,camelsde,camelsde_DED10810,,0.1859075385607637
GRDC_6357510,Germany,geo,camelsde,camelsde_DED12520,,0.267825470122548
GRDC_6235100,Austria,geo,camelsch,camelsch_3021,,0.7063366188381086
GRDC_6235101,Austria,geo,camelsch,camelsch_3027,,0.3895567352435542
GRDC_6235102,Austria,geo,camelsch,camelsch_3030,,0.535459917434912
GRDC_6235110,Austria,geo,camelsch,camelsch_3029,,0.5860609285665848
GRDC_6235200,Austria,geo,camelsch,camelsch_3013,,0.5870413620892115
GRDC_6235210,Austria,geo,camelsch,camelsch_3022,,0.3897888687677153
GRDC_6235300,Austria,geo,camelsch,camelsch_3007,,0.5193909169395554
GRDC_6235400,Austria,geo,camelsch,camelsch_3003,,0.10089087037559208
GRDC_6235500,Austria,geo,camelsch,camelsch_3017,,0.38920840014217706
GRDC_6235530,Austria,geo,camelsch,camelsch_3006,,0.23543838630382682
GRDC_6235535,Austria,geo,camelsch,camelsch_3001,,0.5195931259692538
GRDC_6243450,Austria,geo,camelsch,camelsch_3032,,0.3520536832582405
GRDC_6335410,Germany,geo,camelsch,camelsch_4004,,0.7945899138502076
GRDC_6335450,Germany,geo,camelsch,camelsch_4016,,0.3588163427280633
GRDC_6335460,Germany,geo,camelsch,camelsch_4015,,0.5171743714299841
GRDC_6335461,Germany,geo,camelsch,camelsch_4015,,0.5171743714299841
GRDC_6335465,Germany,geo,camelsch,camelsch_4020,,0.6952321243214825
GRDC_6335470,Germany,geo,camelsch,camelsch_4011,,0.31885711004644585
GRDC_6335730,Germany,geo,camelsch,camelsch_4002,,0.5194355228791853
GRDC_6935020,Switzerland,geo,camelsch,camelsch_2135,,0.6212638256478289
GRDC_6935050,Switzerland,geo,camelsch,camelsch_2615,,0.7279851718425706
GRDC_6935051,Switzerland,geo,camelsch,camelsch_2289,,0.10042944374593646
GRDC_6935052,Switzerland,geo,camelsch,camelsch_2615,,0.05365775512120743
GRDC_6935053,Switzerland,geo,camelsch,camelsch_2091,,0.16373263639478208
GRDC_6935054,Switzerland,geo,camelsch,camelsch_2143,,0.3347957031811594
GRDC_6935055,Switzerland,geo,camelsch,camelsch_2288,,0.2548307670813618
GRDC_6935060,Switzerland,geo,camelsch,camelsch_2122,,0.6072372167807149
GRDC_6935065,Switzerland,geo,camelsch,camelsch_2307,,0.3202056760236617
GRDC_6935070,Switzerland,geo,camelsch,camelsch_2202,,0.10053787832830745
GRDC_6935080,Switzerland,geo,camelsch,camelsch_2159,,0.5358143123537115
GRDC_6935100,Switzerland,geo,camelsch,camelsch_2300,,0.4746739444789893
GRDC_6935102,Switzerland,geo,camelsch,camelsch_2635,,0.5799010028059054
GRDC_6935120,Switzerland,geo,camelsch,camelsch_2369,,0.6295165056166542
GRDC_6935145,Switzerland,geo,camelsch,camelsch_2602,,0.29243720434590775
GRDC_6935200,Switzerland,geo,camelsch,camelsch_2308,,0.5559780655369548
GRDC_6935220,Switzerland,geo,camelsch,camelsch_2312,,0.6372149842614656
GRDC_6935300,Switzerland,geo,camelsch,camelsch_2205,,0.7245652743319229
GRDC_6935301,Switzerland,geo,camelsch,camelsch_2016,,0.32007134305084073
GRDC_6935302,Switzerland,geo,camelsch,camelsch_2063,,0.17056825662795402
GRDC_6935310,Switzerland,geo,camelsch,camelsch_2018,,0.25575551439732663
GRDC_6935313,Switzerland,geo,camelsch,camelsch_2634,,0.4301924544128516
GRDC_6935314,Switzerland,geo,camelsch,camelsch_2634,,0.16144475315948958
GRDC_6935320,Switzerland,geo,camelsch,camelsch_2070,,0.7075946468837476
GRDC_6935330,Switzerland,geo,camelsch,camelsch_2151,,0.42364205135399186
GRDC_6935331,Switzerland,geo,camelsch,camelsch_2219,,0.39164300988972595
GRDC_6935335,Switzerland,geo,camelsch,camelsch_2276,,0.29206268714707617
GRDC_6935350,Switzerland,geo,camelsch,camelsch_2179,,0.1656636269010213
GRDC_6935361,Switzerland,geo,camelsch,camelsch_2343,,0.3900374004733161
GRDC_6935387,Switzerland,geo,camelsch,camelsch_2232,,0.5361687993866389
GRDC_6935390,Switzerland,geo,camelsch,camelsch_2034,,0.5124007930866422
GRDC_6935400,Switzerland,geo,camelsch,camelsch_2044,,0.25024469065198524
GRDC_6935401,Switzerland,geo,camelsch,camelsch_2181,,0.42360750439601064
GRDC_6935402,Switzerland,geo,camelsch,camelsch_2303,,0.5561006650852054
GRDC_6935410,Switzerland,geo,camelsch,camelsch_2468,,0.5561006650852524
GRDC_6935412,Switzerland,geo,camelsch,camelsch_2112,,0.37146813981649307
GRDC_6935430,Switzerland,geo,camelsch,camelsch_2374,,0.5366327067059672
GRDC_6935440,Switzerland,geo,camelsch,camelsch_2305,,0.23544219289627225
GRDC_6935460,Switzerland,geo,camelsch,camelsch_2126,,0.28180625189896935
GRDC_6935500,Switzerland,geo,camelsch,camelsch_2473,,0.1367905398505066
GRDC_6935530,Switzerland,geo,camelsch,camelsch_2200,,0.5728210366755231
GRDC_6935535,Switzerland,geo,camelsch,camelsch_2109,,0.519629552573192
GRDC_6935540,Switzerland,geo,camelsch,camelsch_2150,,0.3238903990009349
GRDC_6935550,Switzerland,geo,camelsch,camelsch_2327,,0.3908325021081103
GRDC_6935560,Switzerland,geo,camelsch,camelsch_2132,,0.21392638017153356
GRDC_6935580,Switzerland,geo,camelsch,camelsch_2299,,0.16589162789210432
GRDC_6935590,Switzerland,geo,camelsch,camelsch_2084,,0.28264311942559495
GRDC_6935600,Switzerland,geo,camelsch,camelsch_2185,,0.352568394668829
GRDC_6939050,Switzerland,geo,camelsch,camelsch_2174,,0.251140055781401
GRDC_6939200,Switzerland,geo,camelsch,camelsch_2009,,0.23551900282326763
GRDC_6939205,Switzerland,geo,camelsch,camelsch_2203,,0.25962060540360354
GRDC_6939500,Switzerland,geo,camelsch,camelsch_2024,,0.4355897169899576
GRDC_6939501,Switzerland,geo,camelsch,camelsch_2268,,0.05397769319974
GRDC_6939510,Switzerland,geo,camelsch,camelsch_2161,,0.5887075793716338
GRDC_6939520,Switzerland,geo,camelsch,camelsch_2269,,0.1665383166930399
GRDC_6939550,Switzerland,geo,camelsch,camelsch_2342,,0.13692411801550533
GRDC_6943100,Switzerland,geo,camelsch,camelsch_2067,,0.6557670504835919
GRDC_6943110,Switzerland,geo,camelsch,camelsch_2319,,0.5900609698635683
GRDC_6943115,Switzerland,geo,camelsch,camelsch_2304,,0.42364205135398314
GRDC_6943150,Switzerland,geo,camelsch,camelsch_2262,,0.5124125652411605
GRDC_6943160,Switzerland,geo,camelsch,camelsch_2256,,0.1668065938354724
GRDC_6943170,Switzerland,geo,camelsch,camelsch_2263,,0.376106744972261
GRDC_6948100,Switzerland,geo,camelsch,camelsch_2020,,0.42366102533696465
GRDC_6948110,Switzerland,geo,camelsch,camelsch_2078,,0.2510486205819331
GRDC_6948111,Switzerland,geo,camelsch,camelsch_2366,,0.2509854929207162
GRDC_6948120,Switzerland,geo,camelsch,camelsch_2368,,0.2601438655180153
GRDC_6948150,Switzerland,geo,camelsch,camelsch_2321,,0.1478162486777963
GRDC_6948360,Switzerland,geo,camelsch,camelsch_2356,,0.13691782064943678
GRDC_6948520,Switzerland,geo,camelsch,camelsch_2347,,0.25110914610581997
GRDC_6948530,Switzerland,geo,camelsch,camelsch_2244,,0.33542020882072854
GRDC_6140100,Czech Republic,geo,camelscz,camelscz_H4017000,,0.13654029577538676
GRDC_6140101,Czech Republic,geo,camelscz,camelscz_H4018000,,0.20996310791569164
GRDC_6140120,Czech Republic,geo,camelscz,camelscz_P4066000,,0.2768658859217684
GRDC_6140130,Czech Republic,geo,camelscz,camelscz_P4085000,,0.2160179029423101
GRDC_6140140,Czech Republic,geo,camelscz,camelscz_P4090000,,0.1972679676907774
GRDC_6140150,Czech Republic,geo,camelscz,camelscz_C4143000,,0.055601891757453746
GRDC_6140250,Czech Republic,geo,camelscz,camelscz_L4198000,,0.24714756538141047
GRDC_6140280,Czech Republic,geo,camelscz,camelscz_U4210900,,0.21072176928162922
GRDC_6140300,Czech Republic,geo,camelscz,camelscz_C4151000,,0.2173705589983867
GRDC_6140400,Czech Republic,geo,camelscz,camelscz_P4240000,,0.26284874450453727
GRDC_6140401,Czech Republic,geo,camelscz,camelscz_P4221000,,0.2221563551187822
GRDC_6140450,Czech Republic,geo,camelscz,camelscz_P4161000,,0.27438399869464847
GRDC_6140480,Czech Republic,geo,camelscz,camelscz_P4101800,,0.19994584938766316
GRDC_6140481,Czech Republic,geo,camelscz,camelscz_P4101800,,0.19994584938766316
GRDC_6140500,Czech Republic,geo,camelscz,camelscz_P4091000,,0.11168028708915745
GRDC_6140600,Czech Republic,geo,camelscz,camelscz_H4047000,,0.15411116609619646
GRDC_6140700,Czech Republic,geo,camelscz,camelscz_H4025000,,0.08212603603681783
GRDC_6142100,Czech Republic,geo,camelscz,camelscz_O4355000,,0.12109399788987037
GRDC_6142101,Czech Republic,geo,camelscz,camelscz_O4345000,,0.16697411973164256
GRDC_6142110,Czech Republic,geo,camelscz,camelscz_B4480500,,0.2552235453538422
GRDC_6142120,Czech Republic,geo,camelscz,camelscz_B4421500,,0.2631166298506255
GRDC_6142160,Czech Republic,geo,camelscz,camelscz_B8453000,,0.19445126961386539
GRDC_6142170,Czech Republic,geo,camelscz,camelscz_B4473000,,0.14309671846706826
GRDC_6142190,Czech Republic,geo,camelscz,camelscz_O4354000,,0.3596338566103606
GRDC_6142250,Czech Republic,geo,camelscz,camelscz_B4465000,,0.3588318477968622
GRDC_6142300,Czech Republic,geo,camelscz,camelscz_O4389000,,0.1896211439819283
GRDC_6157100,Czech Republic,geo,camelscz,camelscz_O4294000,,0.2727899706467742
GRDC_6593500,Israel,geo,il,il_15120,,0.9837880414296419
GRDC_6593700,Israel,geo,il,il_18178,,0.6660730291163494
GRDC_6593750,Israel,geo,il,il_18178,,0.9813602995012592
GRDC_6594050,Israel,geo,il,il_30175,,0.21454711623151435
GRDC_6401070,Iceland,geo,lamahice,lamahice_67,,0.138842958605996
GRDC_6401080,Iceland,geo,lamahice,lamahice_37,,0.6243422638010455
GRDC_6401111,Iceland,geo,lamahice,lamahice_8,,0.6682485884141822
GRDC_6401120,Iceland,geo,lamahice,lamahice_102,,0.15663499970235473
GRDC_6401130,Iceland,geo,lamahice,lamahice_47,,0.17903372131543843
GRDC_6401140,Iceland,geo,lamahice,lamahice_14,,0.7280411212231053
GRDC_6401150,Iceland,geo,lamahice,lamahice_95,,0.5450561572799917
GRDC_6401160,Iceland,geo,lamahice,lamahice_21,,0.9005841218390517
GRDC_6401200,Iceland,geo,lamahice,lamahice_93,,0.6100476967261441
GRDC_6401250,Iceland,geo,lamahice,lamahice_91,,0.1751939110098323
GRDC_6401310,Iceland,geo,lamahice,lamahice_92,,0.7434783256801627
GRDC_6401400,Iceland,geo,lamahice,lamahice_18,,0.5337975747617778
GRDC_6401440,Iceland,geo,lamahice,lamahice_66,,0.3386807649564534
GRDC_6401460,Iceland,geo,lamahice,lamahice_70,,0.6231047998199601
GRDC_6401500,Iceland,geo,lamahice,lamahice_11,,0.5921481257036116
GRDC_6401601,Iceland,geo,lamahice,lamahice_84,,0.4602746366752233
GRDC_6401610,Iceland,geo,lamahice,lamahice_77,,0.24245214752904304
GRDC_6401702,Iceland,geo,lamahice,lamahice_45,,0.0462524071642433
GRDC_6401703,Iceland,geo,lamahice,lamahice_46,,0.07878601880220915
GRDC_6401800,Iceland,geo,lamahice,lamahice_62,,0.5977433700775909
GRDC_5302300,Australia,geo,ausvic,ausvic_230200,,0.11617118939582904
GRDC_5302301,Australia,geo,ausvic,ausvic_230102,,0.09938770945122996
